Symbol,YahooSymbol,Name,Exchange,Series
BLUECOAST,BLUECOAST.NS,BLUECOAST,NSE,EQ
BLUEDART,BLUEDART.NS,BLUEDART,NSE,EQ
BLUEJET,BLUEJET.NS,BLUEJET,NSE,EQ
BLUESTARCO,BLUESTARCO.NS,BLUESTARCO,NSE,EQ
BLUESTONE,BLUESTONE.NS,BLUESTONE,NSE,EQ
BLUSPRING,BLUSPRING.NS,BLUSPRING,NSE,EQ
BMWVENTLTD,BMWVENTLTD.NS,BMWVENTLTD,NSE,EQ
BODALCHEM,BODALCHEM.NS,BODALCHEM,NSE,EQ
BOMDYEING,BOMDYEING.NS,BOMDYEING,NSE,EQ
BOROLTD,BOROLTD.NS,BOROLTD,NSE,EQ
BORORENEW,BORORENEW.NS,BORORENEW,NSE,EQ
BOROSCI,BOROSCI.NS,BOROSCI,NSE,EQ
BOSCH-HCIL,BOSCH-HCIL.NS,BOSCH-HCIL,NSE,EQ
BOSCHLTD,BOSCHLTD.NS,BOSCHLTD,NSE,EQ
BPCL,BPCL.NS,BPCL,NSE,EQ
BPL,BPL.NS,BPL,NSE,EQ
BRIGADE,BRIGADE.NS,BRIGADE,NSE,EQ
BRIGHOTEL,BRIGHOTEL.NS,BRIGHOTEL,NSE,EQ
BRITANNIA,BRITANNIA.NS,BRITANNIA,NSE,EQ
BRNL,BRNL.NS,BRNL,NSE,EQ
BROOKS,BROOKS.NS,BROOKS,NSE,EQ
BSE,BSE.NS,BSE,NSE,EQ
BSE500IETF,BSE500IETF.NS,BSE500IETF,NSE,EQ
BSHSL,BSHSL.NS,BSHSL,NSE,EQ
BSL,BSL.NS,BSL,NSE,EQ
BSLGOLDETF,BSLGOLDETF.NS,BSLGOLDETF,NSE,EQ
BSLNIFTY,BSLNIFTY.NS,BSLNIFTY,NSE,EQ
BSLSENETFG,BSLSENETFG.NS,BSLSENETFG,NSE,EQ
BSOFT,BSOFT.NS,BSOFT,NSE,EQ
BTML,BTML.NS,BTML,NSE,EQ
BUILDPRO,BUILDPRO.NS,BUILDPRO,NSE,EQ
BUTTERFLY,BUTTERFLY.NS,BUTTERFLY,NSE,EQ
BVCL,BVCL.NS,BVCL,NSE,EQ
BYKE,BYKE.NS,BYKE,NSE,EQ
CALSOFT,CALSOFT.NS,CALSOFT,NSE,EQ
CAMLINFINE,CAMLINFINE.NS,CAMLINFINE,NSE,EQ
CAMPUS,CAMPUS.NS,CAMPUS,NSE,EQ
CAMS,CAMS.NS,CAMS,NSE,EQ
CANBK,CANBK.NS,CANBK,NSE,EQ
CANFINHOME,CANFINHOME.NS,CANFINHOME,NSE,EQ
CANHLIFE,CANHLIFE.NS,CANHLIFE,NSE,EQ
CANTABIL,CANTABIL.NS,CANTABIL,NSE,EQ
CAPACITE,CAPACITE.NS,CAPACITE,NSE,EQ
CAPILLARY,CAPILLARY.NS,CAPILLARY,NSE,EQ
CAPITALSFB,CAPITALSFB.NS,CAPITALSFB,NSE,EQ
CAPLIPOINT,CAPLIPOINT.NS,CAPLIPOINT,NSE,EQ
CARBORUNIV,CARBORUNIV.NS,CARBORUNIV,NSE,EQ
CARERATING,CARERATING.NS,CARERATING,NSE,EQ
CARRARO,CARRARO.NS,CARRARO,NSE,EQ
CARTRADE,CARTRADE.NS,CARTRADE,NSE,EQ
CARYSIL,CARYSIL.NS,CARYSIL,NSE,EQ
CASHIETF,CASHIETF.NS,CASHIETF,NSE,EQ
CASTROLIND,CASTROLIND.NS,CASTROLIND,NSE,EQ
CCAVENUE,CCAVENUE.NS,CCAVENUE,NSE,EQ
CCCL,CCCL.NS,CCCL,NSE,EQ
CCHHL,CCHHL.NS,CCHHL,NSE,EQ
CCL,CCL.NS,CCL,NSE,EQ
CDSL,CDSL.NS,CDSL,NSE,EQ
CEATLTD,CEATLTD.NS,CEATLTD,NSE,EQ
CEIGALL,CEIGALL.NS,CEIGALL,NSE,EQ
CEINSYS,CEINSYS.NS,CEINSYS,NSE,EQ
CELEBRITY,CELEBRITY.NS,CELEBRITY,NSE,EQ
CELLO,CELLO.NS,CELLO,NSE,EQ
CEMPRO,CEMPRO.NS,CEMPRO,NSE,EQ
CENTENKA,CENTENKA.NS,CENTENKA,NSE,EQ
CENTEXT,CENTEXT.NS,CENTEXT,NSE,EQ
CENTRALBK,CENTRALBK.NS,CENTRALBK,NSE,EQ
CENTRUM,CENTRUM.NS,CENTRUM,NSE,EQ
CENTUM,CENTUM.NS,CENTUM,NSE,EQ
CENTURYPLY,CENTURYPLY.NS,CENTURYPLY,NSE,EQ
CERA,CERA.NS,CERA,NSE,EQ
CESC,CESC.NS,CESC,NSE,EQ
CEWATER,CEWATER.NS,CEWATER,NSE,EQ
CGCL,CGCL.NS,CGCL,NSE,EQ
CGPOWER,CGPOWER.NS,CGPOWER,NSE,EQ
CHALET,CHALET.NS,CHALET,NSE,EQ
CHAMBLFERT,CHAMBLFERT.NS,CHAMBLFERT,NSE,EQ
CHEMBOND,CHEMBOND.NS,CHEMBOND,NSE,EQ
CHEMBONDCH,CHEMBONDCH.NS,CHEMBONDCH,NSE,EQ
CHEMCON,CHEMCON.NS,CHEMCON,NSE,EQ
CHEMFAB,CHEMFAB.NS,CHEMFAB,NSE,EQ
CHEMICAL,CHEMICAL.NS,CHEMICAL,NSE,EQ
CHEMPLASTS,CHEMPLASTS.NS,CHEMPLASTS,NSE,EQ
CHENNPETRO,CHENNPETRO.NS,CHENNPETRO,NSE,EQ
CHEVIOT,CHEVIOT.NS,CHEVIOT,NSE,EQ
CHOICEGOLD,CHOICEGOLD.NS,CHOICEGOLD,NSE,EQ
CHOICEIN,CHOICEIN.NS,CHOICEIN,NSE,EQ
CHOLAFIN,CHOLAFIN.NS,CHOLAFIN,NSE,EQ
CHOLAHLDNG,CHOLAHLDNG.NS,CHOLAHLDNG,NSE,EQ
CIEINDIA,CIEINDIA.NS,CIEINDIA,NSE,EQ
CIFL,CIFL.NS,CIFL,NSE,EQ
CIGNITITEC,CIGNITITEC.NS,CIGNITITEC,NSE,EQ
CINELINE,CINELINE.NS,CINELINE,NSE,EQ
CINEVISTA,CINEVISTA.NS,CINEVISTA,NSE,EQ
CIPLA,CIPLA.NS,CIPLA,NSE,EQ
CLEAN,CLEAN.NS,CLEAN,NSE,EQ
CLEANMAX,CLEANMAX.NS,CLEANMAX,NSE,EQ
CLSEL,CLSEL.NS,CLSEL,NSE,EQ
CMPDI,CMPDI.NS,CMPDI,NSE,EQ
CMSINFO,CMSINFO.NS,CMSINFO,NSE,EQ
CNL,CNL.NS,CNL,NSE,EQ
COALINDIA,COALINDIA.NS,COALINDIA,NSE,EQ
COASTCORP,COASTCORP.NS,COASTCORP,NSE,EQ
COCHINSHIP,COCHINSHIP.NS,COCHINSHIP,NSE,EQ
COFFEEDAY,COFFEEDAY.NS,COFFEEDAY,NSE,EQ
COFORGE,COFORGE.NS,COFORGE,NSE,EQ
COHANCE,COHANCE.NS,COHANCE,NSE,EQ
COLPAL,COLPAL.NS,COLPAL,NSE,EQ
COMMOIETF,COMMOIETF.NS,COMMOIETF,NSE,EQ
COMPUSOFT,COMPUSOFT.NS,COMPUSOFT,NSE,EQ
COMSYN,COMSYN.NS,COMSYN,NSE,EQ
CONCOR,CONCOR.NS,CONCOR,NSE,EQ
CONCORDBIO,CONCORDBIO.NS,CONCORDBIO,NSE,EQ
CONFIPET,CONFIPET.NS,CONFIPET,NSE,EQ
CONS,CONS.NS,CONS,NSE,EQ
CONSUMBEES,CONSUMBEES.NS,CONSUMBEES,NSE,EQ
CONSUMER,CONSUMER.NS,CONSUMER,NSE,EQ
CONSUMIETF,CONSUMIETF.NS,CONSUMIETF,NSE,EQ
CONTROLPR,CONTROLPR.NS,CONTROLPR,NSE,EQ
CORALFINAC,CORALFINAC.NS,CORALFINAC,NSE,EQ
CORDSCABLE,CORDSCABLE.NS,CORDSCABLE,NSE,EQ
COROMANDEL,COROMANDEL.NS,COROMANDEL,NSE,EQ
CORONA,CORONA.NS,CORONA,NSE,EQ
COSMOFIRST,COSMOFIRST.NS,COSMOFIRST,NSE,EQ
COUNCODOS,COUNCODOS.NS,COUNCODOS,NSE,EQ
CPCAP,CPCAP.NS,CPCAP,NSE,EQ
CPEDU,CPEDU.NS,CPEDU,NSE,EQ
CPPLUS,CPPLUS.NS,CPPLUS,NSE,EQ
CPSEETF,CPSEETF.NS,CPSEETF,NSE,EQ
CRAFTSMAN,CRAFTSMAN.NS,CRAFTSMAN,NSE,EQ
CRAMC,CRAMC.NS,CRAMC,NSE,EQ
CREATIVEYE,CREATIVEYE.NS,CREATIVEYE,NSE,EQ
CREDITACC,CREDITACC.NS,CREDITACC,NSE,EQ
CREST,CREST.NS,CREST,NSE,EQ
CRISIL,CRISIL.NS,CRISIL,NSE,EQ
CRIZAC,CRIZAC.NS,CRIZAC,NSE,EQ
CROMPTON,CROMPTON.NS,CROMPTON,NSE,EQ
CROWN,CROWN.NS,CROWN,NSE,EQ
CSBBANK,CSBBANK.NS,CSBBANK,NSE,EQ
CSLFINANCE,CSLFINANCE.NS,CSLFINANCE,NSE,EQ
CTE,CTE.NS,CTE,NSE,EQ
CUB,CUB.NS,CUB,NSE,EQ
CUBEXTUB,CUBEXTUB.NS,CUBEXTUB,NSE,EQ
CUMMINSIND,CUMMINSIND.NS,CUMMINSIND,NSE,EQ
CUPID,CUPID.NS,CUPID,NSE,EQ
CYBERMEDIA,CYBERMEDIA.NS,CYBERMEDIA,NSE,EQ
CYBERTECH,CYBERTECH.NS,CYBERTECH,NSE,EQ
CYIENT,CYIENT.NS,CYIENT,NSE,EQ
CYIENTDLM,CYIENTDLM.NS,CYIENTDLM,NSE,EQ
DABUR,DABUR.NS,DABUR,NSE,EQ
DALBHARAT,DALBHARAT.NS,DALBHARAT,NSE,EQ
DALMIASUG,DALMIASUG.NS,DALMIASUG,NSE,EQ
DAMCAPITAL,DAMCAPITAL.NS,DAMCAPITAL,NSE,EQ
DAMODARIND,DAMODARIND.NS,DAMODARIND,NSE,EQ
DANGEE,DANGEE.NS,DANGEE,NSE,EQ
DATAMATICS,DATAMATICS.NS,DATAMATICS,NSE,EQ
DATAPATTNS,DATAPATTNS.NS,DATAPATTNS,NSE,EQ
DAVANGERE,DAVANGERE.NS,DAVANGERE,NSE,EQ
DBCORP,DBCORP.NS,DBCORP,NSE,EQ
DBEIL,DBEIL.NS,DBEIL,NSE,EQ
DBL,DBL.NS,DBL,NSE,EQ
DBOL,DBOL.NS,DBOL,NSE,EQ
DBREALTY,DBREALTY.NS,DBREALTY,NSE,EQ
DBSTOCKBRO,DBSTOCKBRO.NS,DBSTOCKBRO,NSE,EQ
DCAL,DCAL.NS,DCAL,NSE,EQ
DCBBANK,DCBBANK.NS,DCBBANK,NSE,EQ
DCI,DCI.NS,DCI,NSE,EQ
DCM,DCM.NS,DCM,NSE,EQ
DCMNVL,DCMNVL.NS,DCMNVL,NSE,EQ
DCMSHRIRAM,DCMSHRIRAM.NS,DCMSHRIRAM,NSE,EQ
DCMSRIND,DCMSRIND.NS,DCMSRIND,NSE,EQ
DCW,DCW.NS,DCW,NSE,EQ
DCXINDIA,DCXINDIA.NS,DCXINDIA,NSE,EQ
DDEVPLSTIK,DDEVPLSTIK.NS,DDEVPLSTIK,NSE,EQ
DECCANCE,DECCANCE.NS,DECCANCE,NSE,EQ
DEEDEV,DEEDEV.NS,DEEDEV,NSE,EQ
DEEPAKFERT,DEEPAKFERT.NS,DEEPAKFERT,NSE,EQ
DEEPAKNTR,DEEPAKNTR.NS,DEEPAKNTR,NSE,EQ
DEEPINDS,DEEPINDS.NS,DEEPINDS,NSE,EQ
DEFENCE,DEFENCE.NS,DEFENCE,NSE,EQ
DELHIVERY,DELHIVERY.NS,DELHIVERY,NSE,EQ
DELPHIFX,DELPHIFX.NS,DELPHIFX,NSE,EQ
DELTACORP,DELTACORP.NS,DELTACORP,NSE,EQ
DELTAMAGNT,DELTAMAGNT.NS,DELTAMAGNT,NSE,EQ
DEN,DEN.NS,DEN,NSE,EQ
DENORA,DENORA.NS,DENORA,NSE,EQ
DENTA,DENTA.NS,DENTA,NSE,EQ
DEVIT,DEVIT.NS,DEVIT,NSE,EQ
DEVX,DEVX.NS,DEVX,NSE,EQ
DEVYANI,DEVYANI.NS,DEVYANI,NSE,EQ
DGCONTENT,DGCONTENT.NS,DGCONTENT,NSE,EQ
DHAMPURSUG,DHAMPURSUG.NS,DHAMPURSUG,NSE,EQ
DHANBANK,DHANBANK.NS,DHANBANK,NSE,EQ
DHANUKA,DHANUKA.NS,DHANUKA,NSE,EQ
DHARMAJ,DHARMAJ.NS,DHARMAJ,NSE,EQ
DHRUV,DHRUV.NS,DHRUV,NSE,EQ
DHUNINV,DHUNINV.NS,DHUNINV,NSE,EQ
DIACABS,DIACABS.NS,DIACABS,NSE,EQ
DIAMINESQ,DIAMINESQ.NS,DIAMINESQ,NSE,EQ
DIAMONDYD,DIAMONDYD.NS,DIAMONDYD,NSE,EQ
DICIND,DICIND.NS,DICIND,NSE,EQ
DIFFNKG,DIFFNKG.NS,DIFFNKG,NSE,EQ
DIGIDRIVE,DIGIDRIVE.NS,DIGIDRIVE,NSE,EQ
DIGISPICE,DIGISPICE.NS,DIGISPICE,NSE,EQ
DIGITIDE,DIGITIDE.NS,DIGITIDE,NSE,EQ
DIGJAMLMTD,DIGJAMLMTD.NS,DIGJAMLMTD,NSE,EQ
DISHTV,DISHTV.NS,DISHTV,NSE,EQ
DIVGIITTS,DIVGIITTS.NS,DIVGIITTS,NSE,EQ
DIVIDEND,DIVIDEND.NS,DIVIDEND,NSE,EQ
DIVISLAB,DIVISLAB.NS,DIVISLAB,NSE,EQ
DIVOPPBEES,DIVOPPBEES.NS,DIVOPPBEES,NSE,EQ
DIXON,DIXON.NS,DIXON,NSE,EQ
DLF,DLF.NS,DLF,NSE,EQ
DLINKINDIA,DLINKINDIA.NS,DLINKINDIA,NSE,EQ
DMART,DMART.NS,DMART,NSE,EQ
DMCC,DMCC.NS,DMCC,NSE,EQ
DNAMEDIA,DNAMEDIA.NS,DNAMEDIA,NSE,EQ
DODLA,DODLA.NS,DODLA,NSE,EQ
DOLATALGO,DOLATALGO.NS,DOLATALGO,NSE,EQ
DOLLAR,DOLLAR.NS,DOLLAR,NSE,EQ
DOLPHIN,DOLPHIN.NS,DOLPHIN,NSE,EQ
DOMS,DOMS.NS,DOMS,NSE,EQ
DONEAR,DONEAR.NS,DONEAR,NSE,EQ
DPABHUSHAN,DPABHUSHAN.NS,DPABHUSHAN,NSE,EQ
DPSCLTD,DPSCLTD.NS,DPSCLTD,NSE,EQ
DPWIRES,DPWIRES.NS,DPWIRES,NSE,EQ
DRCSYSTEMS,DRCSYSTEMS.NS,DRCSYSTEMS,NSE,EQ
DREAMFOLKS,DREAMFOLKS.NS,DREAMFOLKS,NSE,EQ
DREDGECORP,DREDGECORP.NS,DREDGECORP,NSE,EQ
DRREDDY,DRREDDY.NS,DRREDDY,NSE,EQ
DSFCL,DSFCL.NS,DSFCL,NSE,EQ
DSSL,DSSL.NS,DSSL,NSE,EQ
DTIL,DTIL.NS,DTIL,NSE,EQ
DUCON,DUCON.NS,DUCON,NSE,EQ
DVL,DVL.NS,DVL,NSE,EQ
DWARKESH,DWARKESH.NS,DWARKESH,NSE,EQ
DYCL,DYCL.NS,DYCL,NSE,EQ
DYNAMATECH,DYNAMATECH.NS,DYNAMATECH,NSE,EQ
DYNPRO,DYNPRO.NS,DYNPRO,NSE,EQ
EASEMYTRIP,EASEMYTRIP.NS,EASEMYTRIP,NSE,EQ
EBANKNIFTY,EBANKNIFTY.NS,EBANKNIFTY,NSE,EQ
EBBETF0430,EBBETF0430.NS,EBBETF0430,NSE,EQ
EBBETF0431,EBBETF0431.NS,EBBETF0431,NSE,EQ
EBBETF0433,EBBETF0433.NS,EBBETF0433,NSE,EQ
EBGNG,EBGNG.NS,EBGNG,NSE,EQ
ECAPINSURE,ECAPINSURE.NS,ECAPINSURE,NSE,EQ
ECLERX,ECLERX.NS,ECLERX,NSE,EQ
ECOSMOBLTY,ECOSMOBLTY.NS,ECOSMOBLTY,NSE,EQ
EDELWEISS,EDELWEISS.NS,EDELWEISS,NSE,EQ
EFCIL,EFCIL.NS,EFCIL,NSE,EQ
EGOLD,EGOLD.NS,EGOLD,NSE,EQ
EICHERMOT,EICHERMOT.NS,EICHERMOT,NSE,EQ
EIDPARRY,EIDPARRY.NS,EIDPARRY,NSE,EQ
EIEL,EIEL.NS,EIEL,NSE,EQ
EIFFL,EIFFL.NS,EIFFL,NSE,EQ
EIHAHOTELS,EIHAHOTELS.NS,EIHAHOTELS,NSE,EQ
EIHOTEL,EIHOTEL.NS,EIHOTEL,NSE,EQ
EIMCOELECO,EIMCOELECO.NS,EIMCOELECO,NSE,EQ
EKC,EKC.NS,EKC,NSE,EQ
ELDEHSG,ELDEHSG.NS,ELDEHSG,NSE,EQ
ELECON,ELECON.NS,ELECON,NSE,EQ
ELECTCAST,ELECTCAST.NS,ELECTCAST,NSE,EQ
ELECTHERM,ELECTHERM.NS,ELECTHERM,NSE,EQ
ELGIEQUIP,ELGIEQUIP.NS,ELGIEQUIP,NSE,EQ
ELGIRUBCO,ELGIRUBCO.NS,ELGIRUBCO,NSE,EQ
ELIN,ELIN.NS,ELIN,NSE,EQ
ELIQUID,ELIQUID.NS,ELIQUID,NSE,EQ
ELLEN,ELLEN.NS,ELLEN,NSE,EQ
ELM250,ELM250.NS,ELM250,NSE,EQ
EMAMILTD,EMAMILTD.NS,EMAMILTD,NSE,EQ
EMAMIPAP,EMAMIPAP.NS,EMAMIPAP,NSE,EQ
EMAMIREAL,EMAMIREAL.NS,EMAMIREAL,NSE,EQ
EMCURE,EMCURE.NS,EMCURE,NSE,EQ
EMIL,EMIL.NS,EMIL,NSE,EQ
EMKAY,EMKAY.NS,EMKAY,NSE,EQ
EMMBI,EMMBI.NS,EMMBI,NSE,EQ
EMMVEE,EMMVEE.NS,EMMVEE,NSE,EQ
EMSLIMITED,EMSLIMITED.NS,EMSLIMITED,NSE,EQ
EMUDHRA,EMUDHRA.NS,EMUDHRA,NSE,EQ
EMULTIMQ,EMULTIMQ.NS,EMULTIMQ,NSE,EQ
ENDURANCE,ENDURANCE.NS,ENDURANCE,NSE,EQ
ENERGY,ENERGY.NS,ENERGY,NSE,EQ
ENERGYDEV,ENERGYDEV.NS,ENERGYDEV,NSE,EQ
ENGINERSIN,ENGINERSIN.NS,ENGINERSIN,NSE,EQ
ENIFTY,ENIFTY.NS,ENIFTY,NSE,EQ
ENIL,ENIL.NS,ENIL,NSE,EQ
ENRIN,ENRIN.NS,ENRIN,NSE,EQ
ENTERO,ENTERO.NS,ENTERO,NSE,EQ
EPACK,EPACK.NS,EPACK,NSE,EQ
EPACKPEB,EPACKPEB.NS,EPACKPEB,NSE,EQ
EPIGRAL,EPIGRAL.NS,EPIGRAL,NSE,EQ
EPL,EPL.NS,EPL,NSE,EQ
EQUAL200,EQUAL200.NS,EQUAL200,NSE,EQ
EQUAL50,EQUAL50.NS,EQUAL50,NSE,EQ
EQUAL50ADD,EQUAL50ADD.NS,EQUAL50ADD,NSE,EQ
EQUITASBNK,EQUITASBNK.NS,EQUITASBNK,NSE,EQ
ERIS,ERIS.NS,ERIS,NSE,EQ
ESABINDIA,ESABINDIA.NS,ESABINDIA,NSE,EQ
ESAFSFB,ESAFSFB.NS,ESAFSFB,NSE,EQ
ESCORTS,ESCORTS.NS,ESCORTS,NSE,EQ
ESENSEX,ESENSEX.NS,ESENSEX,NSE,EQ
ESG,ESG.NS,ESG,NSE,EQ
ESILVER,ESILVER.NS,ESILVER,NSE,EQ
ESSARSHPNG,ESSARSHPNG.NS,ESSARSHPNG,NSE,EQ
ESSENTIA,ESSENTIA.NS,ESSENTIA,NSE,EQ
ESTER,ESTER.NS,ESTER,NSE,EQ
ETERNAL,ETERNAL.NS,ETERNAL,NSE,EQ
ETHOSLTD,ETHOSLTD.NS,ETHOSLTD,NSE,EQ
EUREKAFORB,EUREKAFORB.NS,EUREKAFORB,NSE,EQ
EUROBOND,EUROBOND.NS,EUROBOND,NSE,EQ
EUROPRATIK,EUROPRATIK.NS,EUROPRATIK,NSE,EQ
EUROTEXIND,EUROTEXIND.NS,EUROTEXIND,NSE,EQ
EVEREADY,EVEREADY.NS,EVEREADY,NSE,EQ
EVERESTIND,EVERESTIND.NS,EVERESTIND,NSE,EQ
EVIETF,EVIETF.NS,EVIETF,NSE,EQ
EVINDIA,EVINDIA.NS,EVINDIA,NSE,EQ
EXCEL,EXCEL.NS,EXCEL,NSE,EQ
EXCELINDUS,EXCELINDUS.NS,EXCELINDUS,NSE,EQ
EXCELSOFT,EXCELSOFT.NS,EXCELSOFT,NSE,EQ
EXICOM,EXICOM.NS,EXICOM,NSE,EQ
EXIDEIND,EXIDEIND.NS,EXIDEIND,NSE,EQ
EXPLEOSOL,EXPLEOSOL.NS,EXPLEOSOL,NSE,EQ
EXXARO,EXXARO.NS,EXXARO,NSE,EQ
FABTECH,FABTECH.NS,FABTECH,NSE,EQ
FACT,FACT.NS,FACT,NSE,EQ
FAIRCHEMOR,FAIRCHEMOR.NS,FAIRCHEMOR,NSE,EQ
FCL,FCL.NS,FCL,NSE,EQ
FCSSOFT,FCSSOFT.NS,FCSSOFT,NSE,EQ
FDC,FDC.NS,FDC,NSE,EQ
FEDERALBNK,FEDERALBNK.NS,FEDERALBNK,NSE,EQ
FEDFINA,FEDFINA.NS,FEDFINA,NSE,EQ
FIEMIND,FIEMIND.NS,FIEMIND,NSE,EQ
FILATEX,FILATEX.NS,FILATEX,NSE,EQ
FILATFASH,FILATFASH.NS,FILATFASH,NSE,EQ
FINCABLES,FINCABLES.NS,FINCABLES,NSE,EQ
FINEORG,FINEORG.NS,FINEORG,NSE,EQ
FINIETF,FINIETF.NS,FINIETF,NSE,EQ
FINKURVE,FINKURVE.NS,FINKURVE,NSE,EQ
FINOPB,FINOPB.NS,FINOPB,NSE,EQ
FINPIPE,FINPIPE.NS,FINPIPE,NSE,EQ
FIRSTCRY,FIRSTCRY.NS,FIRSTCRY,NSE,EQ
FISCHER,FISCHER.NS,FISCHER,NSE,EQ
FIVESTAR,FIVESTAR.NS,FIVESTAR,NSE,EQ
FLAIR,FLAIR.NS,FLAIR,NSE,EQ
FLEXIADD,FLEXIADD.NS,FLEXIADD,NSE,EQ
FLEXITUFF,FLEXITUFF.NS,FLEXITUFF,NSE,EQ
FLUOROCHEM,FLUOROCHEM.NS,FLUOROCHEM,NSE,EQ
FMCGIETF,FMCGIETF.NS,FMCGIETF,NSE,EQ
FMGOETZE,FMGOETZE.NS,FMGOETZE,NSE,EQ
FMNL,FMNL.NS,FMNL,NSE,EQ
FOCUS,FOCUS.NS,FOCUS,NSE,EQ
FOODSIN,FOODSIN.NS,FOODSIN,NSE,EQ
FORCEMOT,FORCEMOT.NS,FORCEMOT,NSE,EQ
