Symbol,YahooSymbol,Name,Exchange,Series
PROSTARM,PROSTARM.NS,PROSTARM,NSE,EQ
PROTEAN,PROTEAN.NS,PROTEAN,NSE,EQ
PROZONER,PROZONER.NS,PROZONER,NSE,EQ
PRSMJOHNSN,PRSMJOHNSN.NS,PRSMJOHNSN,NSE,EQ
PRUDENT,PRUDENT.NS,PRUDENT,NSE,EQ
PRUDMOULI,PRUDMOULI.NS,PRUDMOULI,NSE,EQ
PSB,PSB.NS,PSB,NSE,EQ
PSPPROJECT,PSPPROJECT.NS,PSPPROJECT,NSE,EQ
PSUBANK,PSUBANK.NS,PSUBANK,NSE,EQ
PSUBANKADD,PSUBANKADD.NS,PSUBANKADD,NSE,EQ
PSUBNKBEES,PSUBNKBEES.NS,PSUBNKBEES,NSE,EQ
PSUBNKIETF,PSUBNKIETF.NS,PSUBNKIETF,NSE,EQ
PTC,PTC.NS,PTC,NSE,EQ
PTCIL,PTCIL.NS,PTCIL,NSE,EQ
PTL,PTL.NS,PTL,NSE,EQ
PUNJABCHEM,PUNJABCHEM.NS,PUNJABCHEM,NSE,EQ
PURVA,PURVA.NS,PURVA,NSE,EQ
PVP,PVP.NS,PVP,NSE,EQ
PVRINOX,PVRINOX.NS,PVRINOX,NSE,EQ
PVSL,PVSL.NS,PVSL,NSE,EQ
PVTBANIETF,PVTBANIETF.NS,PVTBANIETF,NSE,EQ
PVTBANKADD,PVTBANKADD.NS,PVTBANKADD,NSE,EQ
PWL,PWL.NS,PWL,NSE,EQ
PYRAMID,PYRAMID.NS,PYRAMID,NSE,EQ
QGOLDHALF,QGOLDHALF.NS,QGOLDHALF,NSE,EQ
QNIFTY,QNIFTY.NS,QNIFTY,NSE,EQ
QPOWER,QPOWER.NS,QPOWER,NSE,EQ
QUADFUTURE,QUADFUTURE.NS,QUADFUTURE,NSE,EQ
QUAL30IETF,QUAL30IETF.NS,QUAL30IETF,NSE,EQ
QUALITY30,QUALITY30.NS,QUALITY30,NSE,EQ
QUESS,QUESS.NS,QUESS,NSE,EQ
QUICKHEAL,QUICKHEAL.NS,QUICKHEAL,NSE,EQ
RACE,RACE.NS,RACE,NSE,EQ
RACLGEAR,RACLGEAR.NS,RACLGEAR,NSE,EQ
RADAAN,RADAAN.NS,RADAAN,NSE,EQ
RADHIKAJWE,RADHIKAJWE.NS,RADHIKAJWE,NSE,EQ
RADIANTCMS,RADIANTCMS.NS,RADIANTCMS,NSE,EQ
RADICO,RADICO.NS,RADICO,NSE,EQ
RADIOCITY,RADIOCITY.NS,RADIOCITY,NSE,EQ
RAILTEL,RAILTEL.NS,RAILTEL,NSE,EQ
RAIN,RAIN.NS,RAIN,NSE,EQ
RAINBOW,RAINBOW.NS,RAINBOW,NSE,EQ
RAJMET,RAJMET.NS,RAJMET,NSE,EQ
RAJOOENG,RAJOOENG.NS,RAJOOENG,NSE,EQ
RAJRATAN,RAJRATAN.NS,RAJRATAN,NSE,EQ
RAJSREESUG,RAJSREESUG.NS,RAJSREESUG,NSE,EQ
RAJTV,RAJTV.NS,RAJTV,NSE,EQ
RALLIS,RALLIS.NS,RALLIS,NSE,EQ
RAMANEWS,RAMANEWS.NS,RAMANEWS,NSE,EQ
RAMAPHO,RAMAPHO.NS,RAMAPHO,NSE,EQ
RAMASTEEL,RAMASTEEL.NS,RAMASTEEL,NSE,EQ
RAMCOCEM,RAMCOCEM.NS,RAMCOCEM,NSE,EQ
RAMCOIND,RAMCOIND.NS,RAMCOIND,NSE,EQ
RAMCOSYS,RAMCOSYS.NS,RAMCOSYS,NSE,EQ
RAMKY,RAMKY.NS,RAMKY,NSE,EQ
RAMRAT,RAMRAT.NS,RAMRAT,NSE,EQ
RANASUG,RANASUG.NS,RANASUG,NSE,EQ
RANEHOLDIN,RANEHOLDIN.NS,RANEHOLDIN,NSE,EQ
RATEGAIN,RATEGAIN.NS,RATEGAIN,NSE,EQ
RATNAMANI,RATNAMANI.NS,RATNAMANI,NSE,EQ
RATNAVEER,RATNAVEER.NS,RATNAVEER,NSE,EQ
RAYMOND,RAYMOND.NS,RAYMOND,NSE,EQ
RAYMONDLSL,RAYMONDLSL.NS,RAYMONDLSL,NSE,EQ
RAYMONDREL,RAYMONDREL.NS,RAYMONDREL,NSE,EQ
RBA,RBA.NS,RBA,NSE,EQ
RBLBANK,RBLBANK.NS,RBLBANK,NSE,EQ
RBZJEWEL,RBZJEWEL.NS,RBZJEWEL,NSE,EQ
RCF,RCF.NS,RCF,NSE,EQ
RECLTD,RECLTD.NS,RECLTD,NSE,EQ
REDINGTON,REDINGTON.NS,REDINGTON,NSE,EQ
REDTAPE,REDTAPE.NS,REDTAPE,NSE,EQ
REFEX,REFEX.NS,REFEX,NSE,EQ
REGAAL,REGAAL.NS,REGAAL,NSE,EQ
REGENCERAM,REGENCERAM.NS,REGENCERAM,NSE,EQ
RELAXO,RELAXO.NS,RELAXO,NSE,EQ
RELCHEMQ,RELCHEMQ.NS,RELCHEMQ,NSE,EQ
RELIABLE,RELIABLE.NS,RELIABLE,NSE,EQ
RELIANCE,RELIANCE.NS,RELIANCE,NSE,EQ
RELIGARE,RELIGARE.NS,RELIGARE,NSE,EQ
RELTD,RELTD.NS,RELTD,NSE,EQ
REMSONSIND,REMSONSIND.NS,REMSONSIND,NSE,EQ
RENUKA,RENUKA.NS,RENUKA,NSE,EQ
REPCOHOME,REPCOHOME.NS,REPCOHOME,NSE,EQ
REPL,REPL.NS,REPL,NSE,EQ
REPRO,REPRO.NS,REPRO,NSE,EQ
RESPONIND,RESPONIND.NS,RESPONIND,NSE,EQ
RETAIL,RETAIL.NS,RETAIL,NSE,EQ
RGL,RGL.NS,RGL,NSE,EQ
RHETAN,RHETAN.NS,RHETAN,NSE,EQ
RHIM,RHIM.NS,RHIM,NSE,EQ
RHL,RHL.NS,RHL,NSE,EQ
RICOAUTO,RICOAUTO.NS,RICOAUTO,NSE,EQ
RIIL,RIIL.NS,RIIL,NSE,EQ
RISHABH,RISHABH.NS,RISHABH,NSE,EQ
RITCO,RITCO.NS,RITCO,NSE,EQ
RITES,RITES.NS,RITES,NSE,EQ
RKDL,RKDL.NS,RKDL,NSE,EQ
RKEC,RKEC.NS,RKEC,NSE,EQ
RKFORGE,RKFORGE.NS,RKFORGE,NSE,EQ
RKSWAMY,RKSWAMY.NS,RKSWAMY,NSE,EQ
RMDRIP,RMDRIP.NS,RMDRIP,NSE,EQ
RML,RML.NS,RML,NSE,EQ
ROHLTD,ROHLTD.NS,ROHLTD,NSE,EQ
ROLEXRINGS,ROLEXRINGS.NS,ROLEXRINGS,NSE,EQ
ROML,ROML.NS,ROML,NSE,EQ
ROSSARI,ROSSARI.NS,ROSSARI,NSE,EQ
ROSSELLIND,ROSSELLIND.NS,ROSSELLIND,NSE,EQ
ROSSTECH,ROSSTECH.NS,ROSSTECH,NSE,EQ
ROTO,ROTO.NS,ROTO,NSE,EQ
ROUTE,ROUTE.NS,ROUTE,NSE,EQ
RPEL,RPEL.NS,RPEL,NSE,EQ
RPGLIFE,RPGLIFE.NS,RPGLIFE,NSE,EQ
RPOWER,RPOWER.NS,RPOWER,NSE,EQ
RPPINFRA,RPPINFRA.NS,RPPINFRA,NSE,EQ
RPPL,RPPL.NS,RPPL,NSE,EQ
RPSGVENT,RPSGVENT.NS,RPSGVENT,NSE,EQ
RPTECH,RPTECH.NS,RPTECH,NSE,EQ
RRKABEL,RRKABEL.NS,RRKABEL,NSE,EQ
RSL,RSL.NS,RSL,NSE,EQ
RSSOFTWARE,RSSOFTWARE.NS,RSSOFTWARE,NSE,EQ
RSWM,RSWM.NS,RSWM,NSE,EQ
RSYSTEMS,RSYSTEMS.NS,RSYSTEMS,NSE,EQ
RTNINDIA,RTNINDIA.NS,RTNINDIA,NSE,EQ
RTNPOWER,RTNPOWER.NS,RTNPOWER,NSE,EQ
RUBFILA,RUBFILA.NS,RUBFILA,NSE,EQ
RUBICON,RUBICON.NS,RUBICON,NSE,EQ
RUBYMILLS,RUBYMILLS.NS,RUBYMILLS,NSE,EQ
RUCHINFRA,RUCHINFRA.NS,RUCHINFRA,NSE,EQ
RUCHIRA,RUCHIRA.NS,RUCHIRA,NSE,EQ
RUDRA,RUDRA.NS,RUDRA,NSE,EQ
RUPA,RUPA.NS,RUPA,NSE,EQ
RUSHIL,RUSHIL.NS,RUSHIL,NSE,EQ
RUSTOMJEE,RUSTOMJEE.NS,RUSTOMJEE,NSE,EQ
RVHL,RVHL.NS,RVHL,NSE,EQ
RVNL,RVNL.NS,RVNL,NSE,EQ
RVTH,RVTH.NS,RVTH,NSE,EQ
SAATVIKGL,SAATVIKGL.NS,SAATVIKGL,NSE,EQ
SADBHIN,SADBHIN.NS,SADBHIN,NSE,EQ
SADHNANIQ,SADHNANIQ.NS,SADHNANIQ,NSE,EQ
SAFARI,SAFARI.NS,SAFARI,NSE,EQ
SAGARDEEP,SAGARDEEP.NS,SAGARDEEP,NSE,EQ
SAGCEM,SAGCEM.NS,SAGCEM,NSE,EQ
SAGILITY,SAGILITY.NS,SAGILITY,NSE,EQ
SAHYADRI,SAHYADRI.NS,SAHYADRI,NSE,EQ
SAIL,SAIL.NS,SAIL,NSE,EQ
SAILIFE,SAILIFE.NS,SAILIFE,NSE,EQ
SAKAR,SAKAR.NS,SAKAR,NSE,EQ
SAKHTISUG,SAKHTISUG.NS,SAKHTISUG,NSE,EQ
SAKSOFT,SAKSOFT.NS,SAKSOFT,NSE,EQ
SAKUMA,SAKUMA.NS,SAKUMA,NSE,EQ
SALASAR,SALASAR.NS,SALASAR,NSE,EQ
SALONA,SALONA.NS,SALONA,NSE,EQ
SALSTEEL,SALSTEEL.NS,SALSTEEL,NSE,EQ
SALZERELEC,SALZERELEC.NS,SALZERELEC,NSE,EQ
SAMBHAAV,SAMBHAAV.NS,SAMBHAAV,NSE,EQ
SAMBHV,SAMBHV.NS,SAMBHV,NSE,EQ
SAMHI,SAMHI.NS,SAMHI,NSE,EQ
SAMMAANCAP,SAMMAANCAP.NS,SAMMAANCAP,NSE,EQ
SAMPANN,SAMPANN.NS,SAMPANN,NSE,EQ
SANATHAN,SANATHAN.NS,SANATHAN,NSE,EQ
SANDESH,SANDESH.NS,SANDESH,NSE,EQ
SANDHAR,SANDHAR.NS,SANDHAR,NSE,EQ
SANDUMA,SANDUMA.NS,SANDUMA,NSE,EQ
SANGAMIND,SANGAMIND.NS,SANGAMIND,NSE,EQ
SANGHIIND,SANGHIIND.NS,SANGHIIND,NSE,EQ
SANGHVIMOV,SANGHVIMOV.NS,SANGHVIMOV,NSE,EQ
SANOFI,SANOFI.NS,SANOFI,NSE,EQ
SANOFICONR,SANOFICONR.NS,SANOFICONR,NSE,EQ
SANSERA,SANSERA.NS,SANSERA,NSE,EQ
SANSTAR,SANSTAR.NS,SANSTAR,NSE,EQ
SAPPHIRE,SAPPHIRE.NS,SAPPHIRE,NSE,EQ
SARDAEN,SARDAEN.NS,SARDAEN,NSE,EQ
SAREGAMA,SAREGAMA.NS,SAREGAMA,NSE,EQ
SARLAPOLY,SARLAPOLY.NS,SARLAPOLY,NSE,EQ
SARVESHWAR,SARVESHWAR.NS,SARVESHWAR,NSE,EQ
SASKEN,SASKEN.NS,SASKEN,NSE,EQ
SASTASUNDR,SASTASUNDR.NS,SASTASUNDR,NSE,EQ
SATIA,SATIA.NS,SATIA,NSE,EQ
SATIN,SATIN.NS,SATIN,NSE,EQ
SAURASHCEM,SAURASHCEM.NS,SAURASHCEM,NSE,EQ
SBC,SBC.NS,SBC,NSE,EQ
SBCL,SBCL.NS,SBCL,NSE,EQ
SBFC,SBFC.NS,SBFC,NSE,EQ
SBGLP,SBGLP.NS,SBGLP,NSE,EQ
SBIBPB,SBIBPB.NS,SBIBPB,NSE,EQ
SBICARD,SBICARD.NS,SBICARD,NSE,EQ
SBIETFCON,SBIETFCON.NS,SBIETFCON,NSE,EQ
SBIETFIT,SBIETFIT.NS,SBIETFIT,NSE,EQ
SBIETFPB,SBIETFPB.NS,SBIETFPB,NSE,EQ
SBIETFQLTY,SBIETFQLTY.NS,SBIETFQLTY,NSE,EQ
SBILIFE,SBILIFE.NS,SBILIFE,NSE,EQ
SBILIQETF,SBILIQETF.NS,SBILIQETF,NSE,EQ
SBIMIDMOM,SBIMIDMOM.NS,SBIMIDMOM,NSE,EQ
SBIN,SBIN.NS,SBIN,NSE,EQ
SBINEQWETF,SBINEQWETF.NS,SBINEQWETF,NSE,EQ
SBISILVER,SBISILVER.NS,SBISILVER,NSE,EQ
SCHAEFFLER,SCHAEFFLER.NS,SCHAEFFLER,NSE,EQ
SCHAND,SCHAND.NS,SCHAND,NSE,EQ
SCI,SCI.NS,SCI,NSE,EQ
SCILAL,SCILAL.NS,SCILAL,NSE,EQ
SCODATUBES,SCODATUBES.NS,SCODATUBES,NSE,EQ
SDBL,SDBL.NS,SDBL,NSE,EQ
SDL26BEES,SDL26BEES.NS,SDL26BEES,NSE,EQ
SEAMECLTD,SEAMECLTD.NS,SEAMECLTD,NSE,EQ
SECMARK,SECMARK.NS,SECMARK,NSE,EQ
SECURKLOUD,SECURKLOUD.NS,SECURKLOUD,NSE,EQ
SEDEMAC,SEDEMAC.NS,SEDEMAC,NSE,EQ
SEJALLTD,SEJALLTD.NS,SEJALLTD,NSE,EQ
SELECTIPO,SELECTIPO.NS,SELECTIPO,NSE,EQ
SELMC,SELMC.NS,SELMC,NSE,EQ
SEMAC,SEMAC.NS,SEMAC,NSE,EQ
SENCO,SENCO.NS,SENCO,NSE,EQ
SENORES,SENORES.NS,SENORES,NSE,EQ
SENSEXADD,SENSEXADD.NS,SENSEXADD,NSE,EQ
SENSEXBETA,SENSEXBETA.NS,SENSEXBETA,NSE,EQ
SENSEXETF,SENSEXETF.NS,SENSEXETF,NSE,EQ
SENSEXIETF,SENSEXIETF.NS,SENSEXIETF,NSE,EQ
SEPC,SEPC.NS,SEPC,NSE,EQ
SERVOTECH,SERVOTECH.NS,SERVOTECH,NSE,EQ
SESHAPAPER,SESHAPAPER.NS,SESHAPAPER,NSE,EQ
SETCO,SETCO.NS,SETCO,NSE,EQ
SETF10GILT,SETF10GILT.NS,SETF10GILT,NSE,EQ
SETFGOLD,SETFGOLD.NS,SETFGOLD,NSE,EQ
SETFNIF50,SETFNIF50.NS,SETFNIF50,NSE,EQ
SETFNIFBK,SETFNIFBK.NS,SETFNIFBK,NSE,EQ
SETFNN50,SETFNN50.NS,SETFNN50,NSE,EQ
SETL,SETL.NS,SETL,NSE,EQ
SFL,SFL.NS,SFL,NSE,EQ
SGFIN,SGFIN.NS,SGFIN,NSE,EQ
SGIL,SGIL.NS,SGIL,NSE,EQ
SGL,SGL.NS,SGL,NSE,EQ
SGMART,SGMART.NS,SGMART,NSE,EQ
SHADOWFAX,SHADOWFAX.NS,SHADOWFAX,NSE,EQ
SHAH,SHAH.NS,SHAH,NSE,EQ
SHAHALLOYS,SHAHALLOYS.NS,SHAHALLOYS,NSE,EQ
SHAILY,SHAILY.NS,SHAILY,NSE,EQ
SHAKTIPUMP,SHAKTIPUMP.NS,SHAKTIPUMP,NSE,EQ
SHALBY,SHALBY.NS,SHALBY,NSE,EQ
SHALPAINTS,SHALPAINTS.NS,SHALPAINTS,NSE,EQ
SHANTI,SHANTI.NS,SHANTI,NSE,EQ
SHANTIGEAR,SHANTIGEAR.NS,SHANTIGEAR,NSE,EQ
SHANTIGOLD,SHANTIGOLD.NS,SHANTIGOLD,NSE,EQ
SHARDACROP,SHARDACROP.NS,SHARDACROP,NSE,EQ
SHARDAMOTR,SHARDAMOTR.NS,SHARDAMOTR,NSE,EQ
SHAREINDIA,SHAREINDIA.NS,SHAREINDIA,NSE,EQ
SHARIABEES,SHARIABEES.NS,SHARIABEES,NSE,EQ
SHEKHAWATI,SHEKHAWATI.NS,SHEKHAWATI,NSE,EQ
SHEMAROO,SHEMAROO.NS,SHEMAROO,NSE,EQ
SHILCTECH,SHILCTECH.NS,SHILCTECH,NSE,EQ
SHILPAMED,SHILPAMED.NS,SHILPAMED,NSE,EQ
SHIVALIK,SHIVALIK.NS,SHIVALIK,NSE,EQ
SHIVAMAUTO,SHIVAMAUTO.NS,SHIVAMAUTO,NSE,EQ
SHIVAMILLS,SHIVAMILLS.NS,SHIVAMILLS,NSE,EQ
SHIVATEX,SHIVATEX.NS,SHIVATEX,NSE,EQ
SHIVAUM,SHIVAUM.NS,SHIVAUM,NSE,EQ
SHK,SHK.NS,SHK,NSE,EQ
SHOPERSTOP,SHOPERSTOP.NS,SHOPERSTOP,NSE,EQ
SHRADHA,SHRADHA.NS,SHRADHA,NSE,EQ
SHREDIGCEM,SHREDIGCEM.NS,SHREDIGCEM,NSE,EQ
SHREECEM,SHREECEM.NS,SHREECEM,NSE,EQ
SHREEJISPG,SHREEJISPG.NS,SHREEJISPG,NSE,EQ
SHREEPUSHK,SHREEPUSHK.NS,SHREEPUSHK,NSE,EQ
SHREERAMA,SHREERAMA.NS,SHREERAMA,NSE,EQ
SHREYANIND,SHREYANIND.NS,SHREYANIND,NSE,EQ
SHRINGARMS,SHRINGARMS.NS,SHRINGARMS,NSE,EQ
SHRIPISTON,SHRIPISTON.NS,SHRIPISTON,NSE,EQ
SHRIRAMFIN,SHRIRAMFIN.NS,SHRIRAMFIN,NSE,EQ
SHRIRAMPPS,SHRIRAMPPS.NS,SHRIRAMPPS,NSE,EQ
SHYAMCENT,SHYAMCENT.NS,SHYAMCENT,NSE,EQ
SHYAMMETL,SHYAMMETL.NS,SHYAMMETL,NSE,EQ
SHYAMTEL,SHYAMTEL.NS,SHYAMTEL,NSE,EQ
SIEMENS,SIEMENS.NS,SIEMENS,NSE,EQ
SIGACHI,SIGACHI.NS,SIGACHI,NSE,EQ
SIGIND,SIGIND.NS,SIGIND,NSE,EQ
SIGMA,SIGMA.NS,SIGMA,NSE,EQ
SIGNATURE,SIGNATURE.NS,SIGNATURE,NSE,EQ
SIGNPOST,SIGNPOST.NS,SIGNPOST,NSE,EQ
SIKKO,SIKKO.NS,SIKKO,NSE,EQ
SIL,SIL.NS,SIL,NSE,EQ
SILGO,SILGO.NS,SILGO,NSE,EQ
SILINV,SILINV.NS,SILINV,NSE,EQ
SILLYMONKS,SILLYMONKS.NS,SILLYMONKS,NSE,EQ
SILVER,SILVER.NS,SILVER,NSE,EQ
SILVER1,SILVER1.NS,SILVER1,NSE,EQ
SILVER360,SILVER360.NS,SILVER360,NSE,EQ
SILVERADD,SILVERADD.NS,SILVERADD,NSE,EQ
SILVERAG,SILVERAG.NS,SILVERAG,NSE,EQ
SILVERBEES,SILVERBEES.NS,SILVERBEES,NSE,EQ
SILVERBETA,SILVERBETA.NS,SILVERBETA,NSE,EQ
SILVERBND,SILVERBND.NS,SILVERBND,NSE,EQ
SILVERCASE,SILVERCASE.NS,SILVERCASE,NSE,EQ
SILVERIETF,SILVERIETF.NS,SILVERIETF,NSE,EQ
SILVERTUC,SILVERTUC.NS,SILVERTUC,NSE,EQ
SIMPLEXINF,SIMPLEXINF.NS,SIMPLEXINF,NSE,EQ
SINCLAIR,SINCLAIR.NS,SINCLAIR,NSE,EQ
SINDHUTRAD,SINDHUTRAD.NS,SINDHUTRAD,NSE,EQ
SINGERIND,SINGERIND.NS,SINGERIND,NSE,EQ
SINTERCOM,SINTERCOM.NS,SINTERCOM,NSE,EQ
SIRCA,SIRCA.NS,SIRCA,NSE,EQ
SIS,SIS.NS,SIS,NSE,EQ
SIYSIL,SIYSIL.NS,SIYSIL,NSE,EQ
SJS,SJS.NS,SJS,NSE,EQ
SJVN,SJVN.NS,SJVN,NSE,EQ
SKFINDIA,SKFINDIA.NS,SKFINDIA,NSE,EQ
SKFINDUS,SKFINDUS.NS,SKFINDUS,NSE,EQ
SKIPPER,SKIPPER.NS,SKIPPER,NSE,EQ
SKMEGGPROD,SKMEGGPROD.NS,SKMEGGPROD,NSE,EQ
SKYGOLD,SKYGOLD.NS,SKYGOLD,NSE,EQ
SMALL250,SMALL250.NS,SMALL250,NSE,EQ
SMALLADD,SMALLADD.NS,SMALLADD,NSE,EQ
SMALLCAP,SMALLCAP.NS,SMALLCAP,NSE,EQ
SMARTLINK,SMARTLINK.NS,SMARTLINK,NSE,EQ
SMARTWORKS,SMARTWORKS.NS,SMARTWORKS,NSE,EQ
SMCGLOBAL,SMCGLOBAL.NS,SMCGLOBAL,NSE,EQ
SML100CASE,SML100CASE.NS,SML100CASE,NSE,EQ
SMLMAH,SMLMAH.NS,SMLMAH,NSE,EQ
SMLT,SMLT.NS,SMLT,NSE,EQ
SMSPHARMA,SMSPHARMA.NS,SMSPHARMA,NSE,EQ
SNOWMAN,SNOWMAN.NS,SNOWMAN,NSE,EQ
SNXT30BEES,SNXT30BEES.NS,SNXT30BEES,NSE,EQ
SNXT50BETA,SNXT50BETA.NS,SNXT50BETA,NSE,EQ
SOBHA,SOBHA.NS,SOBHA,NSE,EQ
SOFTTECH,SOFTTECH.NS,SOFTTECH,NSE,EQ
SOLARA,SOLARA.NS,SOLARA,NSE,EQ
SOLARINDS,SOLARINDS.NS,SOLARINDS,NSE,EQ
SOLARWORLD,SOLARWORLD.NS,SOLARWORLD,NSE,EQ
SOLEX,SOLEX.NS,SOLEX,NSE,EQ
SOMANYCERA,SOMANYCERA.NS,SOMANYCERA,NSE,EQ
SOMICONVEY,SOMICONVEY.NS,SOMICONVEY,NSE,EQ
SONACOMS,SONACOMS.NS,SONACOMS,NSE,EQ
SONAMLTD,SONAMLTD.NS,SONAMLTD,NSE,EQ
SONATSOFTW,SONATSOFTW.NS,SONATSOFTW,NSE,EQ
SOTL,SOTL.NS,SOTL,NSE,EQ
SOUTHBANK,SOUTHBANK.NS,SOUTHBANK,NSE,EQ
SOUTHWEST,SOUTHWEST.NS,SOUTHWEST,NSE,EQ
SPAL,SPAL.NS,SPAL,NSE,EQ
SPANDANA,SPANDANA.NS,SPANDANA,NSE,EQ
SPARC,SPARC.NS,SPARC,NSE,EQ
SPCENET,SPCENET.NS,SPCENET,NSE,EQ
SPECIALITY,SPECIALITY.NS,SPECIALITY,NSE,EQ
SPECTRUM,SPECTRUM.NS,SPECTRUM,NSE,EQ
SPENCERS,SPENCERS.NS,SPENCERS,NSE,EQ
SPIC,SPIC.NS,SPIC,NSE,EQ
SPLIL,SPLIL.NS,SPLIL,NSE,EQ
SPLPETRO,SPLPETRO.NS,SPLPETRO,NSE,EQ
SPMLINFRA,SPMLINFRA.NS,SPMLINFRA,NSE,EQ
SPORTKING,SPORTKING.NS,SPORTKING,NSE,EQ
SRD,SRD.NS,SRD,NSE,EQ
SREEL,SREEL.NS,SREEL,NSE,EQ
SRF,SRF.NS,SRF,NSE,EQ
SRGHFL,SRGHFL.NS,SRGHFL,NSE,EQ
SRHHYPOLTD,SRHHYPOLTD.NS,SRHHYPOLTD,NSE,EQ
SRM,SRM.NS,SRM,NSE,EQ
